image_file,annotation_count,classes,primary_class,max_damage_area_ratio,image_path,dataset,country,split
India_000275.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0050405092592592,data/raw/road_damage/India/India/train/images/India_000275.jpg,RDD2022,India,train
India_000278.jpg,1,Pothole,Pothole,0.0837731481481481,data/raw/road_damage/India/India/train/images/India_000278.jpg,RDD2022,India,train
India_000283.jpg,1,Alligator Crack,Alligator Crack,0.218912037037037,data/raw/road_damage/India/India/train/images/India_000283.jpg,RDD2022,India,train
India_000285.jpg,1,Alligator Crack,Alligator Crack,0.127037037037037,data/raw/road_damage/India/India/train/images/India_000285.jpg,RDD2022,India,train
India_000288.jpg,2,Pothole,Pothole,0.036159336419753,data/raw/road_damage/India/India/train/images/India_000288.jpg,RDD2022,India,train
India_000292.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.0690895061728395,data/raw/road_damage/India/India/train/images/India_000292.jpg,RDD2022,India,train
India_000293.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0132407407407407,data/raw/road_damage/India/India/train/images/India_000293.jpg,RDD2022,India,train
India_000298.jpg,2,Alligator Crack,Alligator Crack,0.0585802469135802,data/raw/road_damage/India/India/train/images/India_000298.jpg,RDD2022,India,train
India_000299.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.3600327932098765,data/raw/road_damage/India/India/train/images/India_000299.jpg,RDD2022,India,train
India_000301.jpg,2,Pothole,Pothole,0.0152623456790123,data/raw/road_damage/India/India/train/images/India_000301.jpg,RDD2022,India,train
India_000302.jpg,1,Alligator Crack,Alligator Crack,0.1072685185185185,data/raw/road_damage/India/India/train/images/India_000302.jpg,RDD2022,India,train
India_000309.jpg,1,Alligator Crack,Alligator Crack,0.074537037037037,data/raw/road_damage/India/India/train/images/India_000309.jpg,RDD2022,India,train
India_000310.jpg,1,Alligator Crack,Alligator Crack,0.0940914351851851,data/raw/road_damage/India/India/train/images/India_000310.jpg,RDD2022,India,train
India_000312.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0549305555555555,data/raw/road_damage/India/India/train/images/India_000312.jpg,RDD2022,India,train
India_000316.jpg,7,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.0372222222222222,data/raw/road_damage/India/India/train/images/India_000316.jpg,RDD2022,India,train
India_000317.jpg,3,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.1108333333333333,data/raw/road_damage/India/India/train/images/India_000317.jpg,RDD2022,India,train
India_000319.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0452391975308641,data/raw/road_damage/India/India/train/images/India_000319.jpg,RDD2022,India,train
India_000320.jpg,2,Longitudinal Crack|Pothole,Longitudinal Crack,0.0726755401234567,data/raw/road_damage/India/India/train/images/India_000320.jpg,RDD2022,India,train
India_000323.jpg,4,Alligator Crack|Pothole,Pothole,0.1530150462962963,data/raw/road_damage/India/India/train/images/India_000323.jpg,RDD2022,India,train
India_000330.jpg,1,Longitudinal Crack,Longitudinal Crack,0.1104359567901234,data/raw/road_damage/India/India/train/images/India_000330.jpg,RDD2022,India,train
India_000343.jpg,1,Alligator Crack,Alligator Crack,0.2062962962962962,data/raw/road_damage/India/India/train/images/India_000343.jpg,RDD2022,India,train
India_000348.jpg,1,Alligator Crack,Alligator Crack,0.1302430555555555,data/raw/road_damage/India/India/train/images/India_000348.jpg,RDD2022,India,train
India_000350.jpg,1,Alligator Crack,Alligator Crack,0.0880169753086419,data/raw/road_damage/India/India/train/images/India_000350.jpg,RDD2022,India,train
India_000352.jpg,4,Alligator Crack|Pothole,Alligator Crack,0.139693287037037,data/raw/road_damage/India/India/train/images/India_000352.jpg,RDD2022,India,train
India_000353.jpg,2,Alligator Crack,Alligator Crack,0.0974305555555555,data/raw/road_damage/India/India/train/images/India_000353.jpg,RDD2022,India,train
India_000361.jpg,4,Alligator Crack|Pothole,Pothole,0.099375,data/raw/road_damage/India/India/train/images/India_000361.jpg,RDD2022,India,train
India_000362.jpg,5,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.2,data/raw/road_damage/India/India/train/images/India_000362.jpg,RDD2022,India,train
India_000367.jpg,3,Alligator Crack|Longitudinal Crack|Pothole,Alligator Crack,0.1411265432098765,data/raw/road_damage/India/India/train/images/India_000367.jpg,RDD2022,India,train
India_000368.jpg,5,Longitudinal Crack|Pothole,Pothole,0.0149305555555555,data/raw/road_damage/India/India/train/images/India_000368.jpg,RDD2022,India,train
India_000369.jpg,1,Alligator Crack,Alligator Crack,0.2308680555555555,data/raw/road_damage/India/India/train/images/India_000369.jpg,RDD2022,India,train
India_000371.jpg,2,Alligator Crack,Alligator Crack,0.1203125,data/raw/road_damage/India/India/train/images/India_000371.jpg,RDD2022,India,train
India_000373.jpg,2,Longitudinal Crack|Pothole,Pothole,0.0994753086419753,data/raw/road_damage/India/India/train/images/India_000373.jpg,RDD2022,India,train
India_000382.jpg,5,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.0685185185185185,data/raw/road_damage/India/India/train/images/India_000382.jpg,RDD2022,India,train
India_000383.jpg,6,Alligator Crack|Pothole,Pothole,0.0203317901234567,data/raw/road_damage/India/India/train/images/India_000383.jpg,RDD2022,India,train
India_000384.jpg,3,Alligator Crack|Pothole,Pothole,0.0414197530864197,data/raw/road_damage/India/India/train/images/India_000384.jpg,RDD2022,India,train
India_000389.jpg,1,Pothole,Pothole,0.0155324074074074,data/raw/road_damage/India/India/train/images/India_000389.jpg,RDD2022,India,train
India_000391.jpg,2,Longitudinal Crack|Pothole,Pothole,0.019386574074074,data/raw/road_damage/India/India/train/images/India_000391.jpg,RDD2022,India,train
India_000392.jpg,1,Pothole,Pothole,0.0076388888888888,data/raw/road_damage/India/India/train/images/India_000392.jpg,RDD2022,India,train
India_000399.jpg,2,Pothole,Pothole,0.009542824074074,data/raw/road_damage/India/India/train/images/India_000399.jpg,RDD2022,India,train
India_000402.jpg,2,Pothole,Pothole,0.0452064043209876,data/raw/road_damage/India/India/train/images/India_000402.jpg,RDD2022,India,train
India_000403.jpg,1,Alligator Crack,Alligator Crack,0.0724768518518518,data/raw/road_damage/India/India/train/images/India_000403.jpg,RDD2022,India,train
India_000409.jpg,1,Alligator Crack,Alligator Crack,0.1341126543209876,data/raw/road_damage/India/India/train/images/India_000409.jpg,RDD2022,India,train
India_000412.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.0169328703703703,data/raw/road_damage/India/India/train/images/India_000412.jpg,RDD2022,India,train
India_000416.jpg,1,Alligator Crack,Alligator Crack,0.3793981481481481,data/raw/road_damage/India/India/train/images/India_000416.jpg,RDD2022,India,train
India_000421.jpg,1,Alligator Crack,Alligator Crack,0.1597222222222222,data/raw/road_damage/India/India/train/images/India_000421.jpg,RDD2022,India,train
India_000424.jpg,1,Alligator Crack,Alligator Crack,0.3376851851851852,data/raw/road_damage/India/India/train/images/India_000424.jpg,RDD2022,India,train
India_000427.jpg,1,Alligator Crack,Alligator Crack,0.1529089506172839,data/raw/road_damage/India/India/train/images/India_000427.jpg,RDD2022,India,train
India_000428.jpg,1,Longitudinal Crack,Longitudinal Crack,0.00796875,data/raw/road_damage/India/India/train/images/India_000428.jpg,RDD2022,India,train
India_000431.jpg,1,Pothole,Pothole,0.0125,data/raw/road_damage/India/India/train/images/India_000431.jpg,RDD2022,India,train
India_000432.jpg,1,Alligator Crack,Alligator Crack,0.1245254629629629,data/raw/road_damage/India/India/train/images/India_000432.jpg,RDD2022,India,train
India_000436.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.2200250771604938,data/raw/road_damage/India/India/train/images/India_000436.jpg,RDD2022,India,train
India_000438.jpg,2,Pothole,Pothole,0.1186304012345679,data/raw/road_damage/India/India/train/images/India_000438.jpg,RDD2022,India,train
India_000439.jpg,8,Alligator Crack|Pothole,Pothole,0.1515625,data/raw/road_damage/India/India/train/images/India_000439.jpg,RDD2022,India,train
India_000440.jpg,1,Pothole,Pothole,0.2618152006172839,data/raw/road_damage/India/India/train/images/India_000440.jpg,RDD2022,India,train
India_000446.jpg,1,Longitudinal Crack,Longitudinal Crack,0.010474537037037,data/raw/road_damage/India/India/train/images/India_000446.jpg,RDD2022,India,train
India_000448.jpg,3,Pothole,Pothole,0.0662287808641975,data/raw/road_damage/India/India/train/images/India_000448.jpg,RDD2022,India,train
India_000455.jpg,1,Alligator Crack,Alligator Crack,0.1717824074074074,data/raw/road_damage/India/India/train/images/India_000455.jpg,RDD2022,India,train
India_000456.jpg,4,Longitudinal Crack|Pothole,Pothole,0.02328125,data/raw/road_damage/India/India/train/images/India_000456.jpg,RDD2022,India,train
India_000459.jpg,1,Alligator Crack,Alligator Crack,0.0239351851851851,data/raw/road_damage/India/India/train/images/India_000459.jpg,RDD2022,India,train
India_000462.jpg,2,Alligator Crack|Longitudinal Crack,Alligator Crack,0.0866743827160493,data/raw/road_damage/India/India/train/images/India_000462.jpg,RDD2022,India,train
India_000466.jpg,5,Alligator Crack|Pothole,Pothole,0.4425462962962962,data/raw/road_damage/India/India/train/images/India_000466.jpg,RDD2022,India,train
India_000467.jpg,1,Alligator Crack,Alligator Crack,0.1123958333333333,data/raw/road_damage/India/India/train/images/India_000467.jpg,RDD2022,India,train
India_000470.jpg,7,Pothole,Pothole,0.0280671296296296,data/raw/road_damage/India/India/train/images/India_000470.jpg,RDD2022,India,train
India_000471.jpg,1,Alligator Crack,Alligator Crack,0.0549189814814814,data/raw/road_damage/India/India/train/images/India_000471.jpg,RDD2022,India,train
India_000472.jpg,4,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.2358333333333333,data/raw/road_damage/India/India/train/images/India_000472.jpg,RDD2022,India,train
India_000475.jpg,5,Alligator Crack|Pothole,Pothole,0.1216493055555555,data/raw/road_damage/India/India/train/images/India_000475.jpg,RDD2022,India,train
India_000478.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0092013888888888,data/raw/road_damage/India/India/train/images/India_000478.jpg,RDD2022,India,train
India_000480.jpg,1,Alligator Crack,Alligator Crack,0.1829976851851852,data/raw/road_damage/India/India/train/images/India_000480.jpg,RDD2022,India,train
India_000482.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0481481481481481,data/raw/road_damage/India/India/train/images/India_000482.jpg,RDD2022,India,train
India_000483.jpg,1,Alligator Crack,Alligator Crack,0.2194733796296296,data/raw/road_damage/India/India/train/images/India_000483.jpg,RDD2022,India,train
India_000485.jpg,1,Pothole,Pothole,0.1149074074074074,data/raw/road_damage/India/India/train/images/India_000485.jpg,RDD2022,India,train
India_000486.jpg,2,Alligator Crack|Pothole,Alligator Crack,0.0473919753086419,data/raw/road_damage/India/India/train/images/India_000486.jpg,RDD2022,India,train
India_000493.jpg,1,Alligator Crack,Alligator Crack,0.2444444444444444,data/raw/road_damage/India/India/train/images/India_000493.jpg,RDD2022,India,train
India_000494.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0125,data/raw/road_damage/India/India/train/images/India_000494.jpg,RDD2022,India,train
India_000498.jpg,1,Alligator Crack,Alligator Crack,0.2618016975308642,data/raw/road_damage/India/India/train/images/India_000498.jpg,RDD2022,India,train
India_000500.jpg,1,Alligator Crack,Alligator Crack,0.1203703703703703,data/raw/road_damage/India/India/train/images/India_000500.jpg,RDD2022,India,train
India_000504.jpg,1,Alligator Crack,Alligator Crack,0.3565972222222222,data/raw/road_damage/India/India/train/images/India_000504.jpg,RDD2022,India,train
India_000511.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0190567129629629,data/raw/road_damage/India/India/train/images/India_000511.jpg,RDD2022,India,train
India_000512.jpg,1,Alligator Crack,Alligator Crack,0.0911458333333333,data/raw/road_damage/India/India/train/images/India_000512.jpg,RDD2022,India,train
India_000514.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.0809876543209876,data/raw/road_damage/India/India/train/images/India_000514.jpg,RDD2022,India,train
India_000517.jpg,5,Alligator Crack|Pothole,Pothole,0.1391975308641975,data/raw/road_damage/India/India/train/images/India_000517.jpg,RDD2022,India,train
India_000522.jpg,1,Alligator Crack,Alligator Crack,0.0960262345679012,data/raw/road_damage/India/India/train/images/India_000522.jpg,RDD2022,India,train
India_000524.jpg,3,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.3599922839506173,data/raw/road_damage/India/India/train/images/India_000524.jpg,RDD2022,India,train
India_000525.jpg,1,Alligator Crack,Alligator Crack,0.1486304012345679,data/raw/road_damage/India/India/train/images/India_000525.jpg,RDD2022,India,train
India_000528.jpg,2,Longitudinal Crack|Transverse Crack,Transverse Crack,0.0393518518518518,data/raw/road_damage/India/India/train/images/India_000528.jpg,RDD2022,India,train
India_000532.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0559567901234567,data/raw/road_damage/India/India/train/images/India_000532.jpg,RDD2022,India,train
India_000535.jpg,1,Pothole,Pothole,0.0026292438271604,data/raw/road_damage/India/India/train/images/India_000535.jpg,RDD2022,India,train
India_000537.jpg,10,Alligator Crack|Longitudinal Crack|Pothole,Pothole,0.0959780092592592,data/raw/road_damage/India/India/train/images/India_000537.jpg,RDD2022,India,train
India_000542.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0075617283950617,data/raw/road_damage/India/India/train/images/India_000542.jpg,RDD2022,India,train
India_000544.jpg,4,Alligator Crack|Pothole,Pothole,0.1933487654320987,data/raw/road_damage/India/India/train/images/India_000544.jpg,RDD2022,India,train
India_000545.jpg,1,Pothole,Pothole,0.0785590277777777,data/raw/road_damage/India/India/train/images/India_000545.jpg,RDD2022,India,train
India_000548.jpg,1,Alligator Crack,Alligator Crack,0.1733603395061728,data/raw/road_damage/India/India/train/images/India_000548.jpg,RDD2022,India,train
India_000552.jpg,6,Pothole,Pothole,0.0702777777777777,data/raw/road_damage/India/India/train/images/India_000552.jpg,RDD2022,India,train
India_000555.jpg,2,Alligator Crack,Alligator Crack,0.0523148148148148,data/raw/road_damage/India/India/train/images/India_000555.jpg,RDD2022,India,train
India_000556.jpg,2,Alligator Crack,Alligator Crack,0.0744020061728395,data/raw/road_damage/India/India/train/images/India_000556.jpg,RDD2022,India,train
India_000557.jpg,5,Pothole,Pothole,0.0967592592592592,data/raw/road_damage/India/India/train/images/India_000557.jpg,RDD2022,India,train
India_000560.jpg,2,Longitudinal Crack,Longitudinal Crack,0.0422048611111111,data/raw/road_damage/India/India/train/images/India_000560.jpg,RDD2022,India,train
India_000561.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0023919753086419,data/raw/road_damage/India/India/train/images/India_000561.jpg,RDD2022,India,train
India_000562.jpg,3,Longitudinal Crack|Pothole,Longitudinal Crack,0.0380787037037037,data/raw/road_damage/India/India/train/images/India_000562.jpg,RDD2022,India,train
India_000563.jpg,2,Alligator Crack|Pothole,Alligator Crack,0.1944367283950617,data/raw/road_damage/India/India/train/images/India_000563.jpg,RDD2022,India,train
India_000575.jpg,2,Pothole,Pothole,0.011778549382716,data/raw/road_damage/India/India/train/images/India_000575.jpg,RDD2022,India,train
India_000576.jpg,3,Alligator Crack|Pothole,Alligator Crack,0.1885146604938271,data/raw/road_damage/India/India/train/images/India_000576.jpg,RDD2022,India,train
India_000578.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0184567901234567,data/raw/road_damage/India/India/train/images/India_000578.jpg,RDD2022,India,train
India_000579.jpg,5,Alligator Crack|Pothole,Alligator Crack,0.0971875,data/raw/road_damage/India/India/train/images/India_000579.jpg,RDD2022,India,train
India_000580.jpg,2,Alligator Crack|Pothole,Alligator Crack,0.1121527777777777,data/raw/road_damage/India/India/train/images/India_000580.jpg,RDD2022,India,train
India_000581.jpg,2,Pothole,Pothole,0.00125,data/raw/road_damage/India/India/train/images/India_000581.jpg,RDD2022,India,train
India_000582.jpg,1,Alligator Crack,Alligator Crack,0.0340451388888888,data/raw/road_damage/India/India/train/images/India_000582.jpg,RDD2022,India,train
India_000586.jpg,4,Alligator Crack|Pothole,Pothole,0.1320794753086419,data/raw/road_damage/India/India/train/images/India_000586.jpg,RDD2022,India,train
India_000589.jpg,1,Transverse Crack,Transverse Crack,0.0352430555555555,data/raw/road_damage/India/India/train/images/India_000589.jpg,RDD2022,India,train
India_000590.jpg,2,Longitudinal Crack|Pothole,Pothole,0.0103973765432098,data/raw/road_damage/India/India/train/images/India_000590.jpg,RDD2022,India,train
India_000591.jpg,2,Alligator Crack|Pothole,Alligator Crack,0.1579976851851851,data/raw/road_damage/India/India/train/images/India_000591.jpg,RDD2022,India,train
India_000592.jpg,1,Alligator Crack,Alligator Crack,0.2662962962962963,data/raw/road_damage/India/India/train/images/India_000592.jpg,RDD2022,India,train
India_000595.jpg,3,Pothole,Pothole,0.0136111111111111,data/raw/road_damage/India/India/train/images/India_000595.jpg,RDD2022,India,train
India_000596.jpg,2,Alligator Crack|Pothole,Pothole,0.172721836419753,data/raw/road_damage/India/India/train/images/India_000596.jpg,RDD2022,India,train
India_000597.jpg,2,Alligator Crack|Longitudinal Crack,Longitudinal Crack,0.0722299382716049,data/raw/road_damage/India/India/train/images/India_000597.jpg,RDD2022,India,train
India_000599.jpg,1,Longitudinal Crack,Longitudinal Crack,0.0206018518518518,data/raw/road_damage/India/India/train/images/India_000599.jpg,RDD2022,India,train
