image_file,annotation_file,damage_class,xmin,ymin,xmax,ymax,image_width,image_height,box_width,box_height,box_area,damage_area_ratio,country,dataset,split,civicfix_class,image_path
India_000043.jpg,India_000043.xml,D40,497,520,563,549,720,720,66,29,1914,0.0036921296296296,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000043.jpg
India_000043.jpg,India_000043.xml,D40,200,562,269,595,720,720,69,33,2277,0.0043923611111111,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000043.jpg
India_000043.jpg,India_000043.xml,D40,509,478,590,514,720,720,81,36,2916,0.005625,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000043.jpg
India_000043.jpg,India_000043.xml,D40,160,459,264,527,720,720,104,68,7072,0.0136419753086419,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000043.jpg
India_000043.jpg,India_000043.xml,D20,72,476,720,650,720,720,648,174,112752,0.2175,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000043.jpg
India_000043.jpg,India_000043.xml,D40,376,458,426,488,720,720,50,30,1500,0.0028935185185185,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000043.jpg
India_000052.jpg,India_000052.xml,D20,351,516,554,674,720,720,203,158,32074,0.0618711419753086,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000052.jpg
India_000052.jpg,India_000052.xml,D00,560,541,710,687,720,720,150,146,21900,0.0422453703703703,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000052.jpg
India_000052.jpg,India_000052.xml,D00,406,547,442,697,720,720,36,150,5400,0.0104166666666666,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000052.jpg
India_000052.jpg,India_000052.xml,D40,331,463,388,505,720,720,57,42,2394,0.0046180555555555,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000052.jpg
India_000052.jpg,India_000052.xml,D40,604,537,671,559,720,720,67,22,1474,0.0028433641975308,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000052.jpg
India_000052.jpg,India_000052.xml,D40,509,473,606,507,720,720,97,34,3298,0.0063618827160493,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000052.jpg
India_000052.jpg,India_000052.xml,D40,419,509,496,531,720,720,77,22,1694,0.0032677469135802,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000052.jpg
India_000052.jpg,India_000052.xml,D40,460,484,491,506,720,720,31,22,682,0.001315586419753,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000052.jpg
India_000052.jpg,India_000052.xml,D40,406,468,449,487,720,720,43,19,817,0.0015760030864197,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000052.jpg
India_000053.jpg,India_000053.xml,D20,173,499,678,705,720,720,505,206,104030,0.2006751543209876,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000053.jpg
India_000053.jpg,India_000053.xml,D00,574,603,636,630,720,720,62,27,1674,0.0032291666666666,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000053.jpg
India_000053.jpg,India_000053.xml,D00,286,462,377,691,720,720,91,229,20839,0.0401986882716049,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000053.jpg
India_000054.jpg,India_000054.xml,D40,171,562,307,614,720,720,136,52,7072,0.0136419753086419,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000054.jpg
India_000054.jpg,India_000054.xml,D00,520,518,688,710,720,720,168,192,32256,0.0622222222222222,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000054.jpg
India_000055.jpg,India_000055.xml,D40,518,578,580,628,720,720,62,50,3100,0.0059799382716049,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000055.jpg
India_000057.jpg,India_000057.xml,D40,496,531,720,633,720,720,224,102,22848,0.044074074074074,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000057.jpg
India_000057.jpg,India_000057.xml,D00,222,551,320,698,720,720,98,147,14406,0.0277893518518518,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000057.jpg
India_000057.jpg,India_000057.xml,D00,537,641,629,695,720,720,92,54,4968,0.0095833333333333,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000057.jpg
India_000057.jpg,India_000057.xml,D00,509,471,601,525,720,720,92,54,4968,0.0095833333333333,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000057.jpg
India_000057.jpg,India_000057.xml,D40,489,483,586,544,720,720,97,61,5917,0.0114139660493827,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000057.jpg
India_000061.jpg,India_000061.xml,D40,516,524,614,567,720,720,98,43,4214,0.0081288580246913,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000061.jpg
India_000061.jpg,India_000061.xml,D40,303,486,367,525,720,720,64,39,2496,0.0048148148148148,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000061.jpg
India_000067.jpg,India_000067.xml,D20,46,495,676,619,720,720,630,124,78120,0.1506944444444444,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000067.jpg
India_000067.jpg,India_000067.xml,D40,2,444,307,487,720,720,305,43,13115,0.0252989969135802,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000067.jpg
India_000071.jpg,India_000071.xml,D40,327,573,373,604,720,720,46,31,1426,0.0027507716049382,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000071.jpg
India_000071.jpg,India_000071.xml,D40,367,522,496,599,720,720,129,77,9933,0.0191608796296296,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000071.jpg
India_000078.jpg,India_000078.xml,D00,265,538,346,694,720,720,81,156,12636,0.024375,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000078.jpg
India_000081.jpg,India_000081.xml,D40,268,469,327,504,720,720,59,35,2065,0.0039834104938271,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000081.jpg
India_000086.jpg,India_000086.xml,D00,471,222,637,705,720,720,166,483,80178,0.1546643518518518,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000086.jpg
India_000086.jpg,India_000086.xml,D00,53,275,372,685,720,720,319,410,130790,0.252295524691358,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000086.jpg
India_000090.jpg,India_000090.xml,D00,385,411,483,589,720,720,98,178,17444,0.0336496913580246,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000090.jpg
India_000092.jpg,India_000092.xml,D00,549,575,623,647,720,720,74,72,5328,0.0102777777777777,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000092.jpg
India_000092.jpg,India_000092.xml,D00,237,465,275,535,720,720,38,70,2660,0.0051311728395061,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000092.jpg
India_000092.jpg,India_000092.xml,D00,356,474,394,544,720,720,38,70,2660,0.0051311728395061,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000092.jpg
India_000099.jpg,India_000099.xml,D20,124,464,572,695,720,720,448,231,103488,0.1996296296296296,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000099.jpg
India_000102.jpg,India_000102.xml,D00,463,573,595,720,720,720,132,147,19404,0.0374305555555555,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000102.jpg
India_000102.jpg,India_000102.xml,D00,375,489,506,573,720,720,131,84,11004,0.0212268518518518,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000102.jpg
India_000103.jpg,India_000103.xml,D40,125,431,410,559,720,720,285,128,36480,0.0703703703703703,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000103.jpg
India_000104.jpg,India_000104.xml,D00,358,409,445,585,720,720,87,176,15312,0.029537037037037,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000104.jpg
India_000105.jpg,India_000105.xml,D40,5,497,48,518,720,720,43,21,903,0.0017418981481481,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000105.jpg
India_000105.jpg,India_000105.xml,D40,47,510,83,534,720,720,36,24,864,0.0016666666666666,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000105.jpg
India_000105.jpg,India_000105.xml,D40,93,513,129,537,720,720,36,24,864,0.0016666666666666,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000105.jpg
India_000109.jpg,India_000109.xml,D40,403,595,541,643,720,720,138,48,6624,0.0127777777777777,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000109.jpg
India_000109.jpg,India_000109.xml,D20,27,549,378,710,720,720,351,161,56511,0.1090104166666666,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000109.jpg
India_000114.jpg,India_000114.xml,D20,207,515,518,706,720,720,311,191,59401,0.114585262345679,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000114.jpg
India_000115.jpg,India_000115.xml,D10,341,487,471,520,720,720,130,33,4290,0.0082754629629629,India,RDD2022,train,Transverse Crack,data/raw/road_damage/India/India/train/images/India_000115.jpg
India_000115.jpg,India_000115.xml,D40,196,495,244,531,720,720,48,36,1728,0.0033333333333333,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000115.jpg
India_000125.jpg,India_000125.xml,D00,516,478,607,576,720,720,91,98,8918,0.0172029320987654,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000125.jpg
India_000125.jpg,India_000125.xml,D00,565,606,597,673,720,720,32,67,2144,0.0041358024691358,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000125.jpg
India_000125.jpg,India_000125.xml,D00,449,474,481,541,720,720,32,67,2144,0.0041358024691358,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000125.jpg
India_000125.jpg,India_000125.xml,D00,239,504,318,656,720,720,79,152,12008,0.0231635802469135,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000125.jpg
India_000126.jpg,India_000126.xml,D20,178,498,525,696,720,720,347,198,68706,0.1325347222222222,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000126.jpg
India_000126.jpg,India_000126.xml,D40,428,582,521,685,720,720,93,103,9579,0.0184780092592592,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000126.jpg
India_000126.jpg,India_000126.xml,D20,542,508,693,696,720,720,151,188,28388,0.0547608024691358,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000126.jpg
India_000127.jpg,India_000127.xml,D20,253,355,717,648,720,720,464,293,135952,0.2622530864197531,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000127.jpg
India_000127.jpg,India_000127.xml,D40,190,589,550,716,720,720,360,127,45720,0.0881944444444444,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000127.jpg
India_000128.jpg,India_000128.xml,D40,343,522,370,542,720,720,27,20,540,0.0010416666666666,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000128.jpg
India_000130.jpg,India_000130.xml,D20,86,443,515,636,720,720,429,193,82797,0.1597164351851852,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000130.jpg
India_000131.jpg,India_000131.xml,D00,67,434,366,707,720,720,299,273,81627,0.1574594907407407,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000131.jpg
India_000131.jpg,India_000131.xml,D20,13,462,433,709,720,720,420,247,103740,0.2001157407407407,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000131.jpg
India_000131.jpg,India_000131.xml,D40,374,400,433,435,720,720,59,35,2065,0.0039834104938271,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000131.jpg
India_000142.jpg,India_000142.xml,D20,1,502,644,688,720,720,643,186,119598,0.2307060185185185,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000142.jpg
India_000147.jpg,India_000147.xml,D40,494,435,591,486,720,720,97,51,4947,0.009542824074074,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000147.jpg
India_000147.jpg,India_000147.xml,D40,417,426,467,452,720,720,50,26,1300,0.0025077160493827,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000147.jpg
India_000147.jpg,India_000147.xml,D00,384,415,487,508,720,720,103,93,9579,0.0184780092592592,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000147.jpg
India_000147.jpg,India_000147.xml,D20,116,442,525,578,720,720,409,136,55624,0.1072993827160493,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000147.jpg
India_000155.jpg,India_000155.xml,D00,386,590,422,720,720,720,36,130,4680,0.0090277777777777,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000155.jpg
India_000155.jpg,India_000155.xml,D40,245,611,302,663,720,720,57,52,2964,0.0057175925925925,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000155.jpg
India_000157.jpg,India_000157.xml,D20,127,539,696,674,720,720,569,135,76815,0.1481770833333333,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000157.jpg
India_000157.jpg,India_000157.xml,D00,543,551,681,662,720,720,138,111,15318,0.0295486111111111,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000157.jpg
India_000157.jpg,India_000157.xml,D00,389,597,423,676,720,720,34,79,2686,0.0051813271604938,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000157.jpg
India_000158.jpg,India_000158.xml,D20,71,480,497,608,720,720,426,128,54528,0.1051851851851851,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000158.jpg
India_000164.jpg,India_000164.xml,D20,20,494,678,630,720,720,658,136,89488,0.1726234567901234,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000164.jpg
India_000168.jpg,India_000168.xml,D40,318,524,420,641,720,720,102,117,11934,0.0230208333333333,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000168.jpg
India_000168.jpg,India_000168.xml,D40,122,491,218,541,720,720,96,50,4800,0.0092592592592592,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000168.jpg
India_000168.jpg,India_000168.xml,D40,173,565,296,649,720,720,123,84,10332,0.0199305555555555,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000168.jpg
India_000173.jpg,India_000173.xml,D40,512,555,555,580,720,720,43,25,1075,0.0020736882716049,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000173.jpg
India_000173.jpg,India_000173.xml,D40,4,448,388,720,720,720,384,272,104448,0.2014814814814814,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000173.jpg
India_000174.jpg,India_000174.xml,D40,74,442,364,540,720,720,290,98,28420,0.0548225308641975,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000174.jpg
India_000174.jpg,India_000174.xml,D40,368,431,513,494,720,720,145,63,9135,0.0176215277777777,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000174.jpg
India_000174.jpg,India_000174.xml,D40,332,600,563,645,720,720,231,45,10395,0.0200520833333333,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000174.jpg
India_000174.jpg,India_000174.xml,D40,358,494,588,580,720,720,230,86,19780,0.0381558641975308,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000174.jpg
India_000184.jpg,India_000184.xml,D20,488,528,720,696,720,720,232,168,38976,0.0751851851851851,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000184.jpg
India_000191.jpg,India_000191.xml,D20,132,561,309,701,720,720,177,140,24780,0.0478009259259259,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000191.jpg
India_000191.jpg,India_000191.xml,D20,226,451,593,530,720,720,367,79,28993,0.0559278549382716,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000191.jpg
India_000193.jpg,India_000193.xml,D40,165,541,365,622,720,720,200,81,16200,0.03125,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000193.jpg
India_000193.jpg,India_000193.xml,D10,18,632,605,704,720,720,587,72,42264,0.0815277777777777,India,RDD2022,train,Transverse Crack,data/raw/road_damage/India/India/train/images/India_000193.jpg
India_000193.jpg,India_000193.xml,D40,598,640,720,701,720,720,122,61,7442,0.0143557098765432,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000193.jpg
India_000197.jpg,India_000197.xml,D00,428,568,555,677,720,720,127,109,13843,0.0267033179012345,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000197.jpg
India_000197.jpg,India_000197.xml,D20,516,568,675,679,720,720,159,111,17649,0.0340451388888888,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000197.jpg
India_000199.jpg,India_000199.xml,D00,445,364,512,400,720,720,67,36,2412,0.0046527777777777,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000199.jpg
India_000200.jpg,India_000200.xml,D20,77,535,502,706,720,720,425,171,72675,0.1401909722222222,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000200.jpg
India_000205.jpg,India_000205.xml,D00,487,516,587,654,720,720,100,138,13800,0.0266203703703703,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000205.jpg
India_000209.jpg,India_000209.xml,D20,22,488,720,693,720,720,698,205,143090,0.2760223765432099,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000209.jpg
India_000209.jpg,India_000209.xml,D40,463,574,584,662,720,720,121,88,10648,0.0205401234567901,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000209.jpg
India_000209.jpg,India_000209.xml,D40,289,472,448,523,720,720,159,51,8109,0.0156423611111111,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000209.jpg
India_000209.jpg,India_000209.xml,D40,469,464,715,562,720,720,246,98,24108,0.0465046296296296,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000209.jpg
India_000209.jpg,India_000209.xml,D40,27,529,121,610,720,720,94,81,7614,0.0146875,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000209.jpg
India_000209.jpg,India_000209.xml,D40,186,455,277,509,720,720,91,54,4914,0.0094791666666666,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000209.jpg
India_000209.jpg,India_000209.xml,D40,594,572,655,630,720,720,61,58,3538,0.0068248456790123,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000209.jpg
India_000210.jpg,India_000210.xml,D00,423,414,492,520,720,720,69,106,7314,0.0141087962962962,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000210.jpg
India_000222.jpg,India_000222.xml,D20,31,475,720,633,720,720,689,158,108862,0.2099961419753086,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000222.jpg
India_000223.jpg,India_000223.xml,D00,414,591,462,668,720,720,48,77,3696,0.0071296296296296,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000223.jpg
India_000223.jpg,India_000223.xml,D40,306,466,368,488,720,720,62,22,1364,0.0026311728395061,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000223.jpg
India_000223.jpg,India_000223.xml,D40,363,490,406,506,720,720,43,16,688,0.0013271604938271,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000223.jpg
India_000223.jpg,India_000223.xml,D40,413,449,475,471,720,720,62,22,1364,0.0026311728395061,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000223.jpg
India_000223.jpg,India_000223.xml,D40,90,540,141,570,720,720,51,30,1530,0.0029513888888888,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000223.jpg
India_000223.jpg,India_000223.xml,D40,155,543,206,573,720,720,51,30,1530,0.0029513888888888,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000223.jpg
India_000223.jpg,India_000223.xml,D40,216,545,355,582,720,720,139,37,5143,0.0099209104938271,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000223.jpg
India_000224.jpg,India_000224.xml,D00,300,542,354,696,720,720,54,154,8316,0.0160416666666666,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000224.jpg
India_000230.jpg,India_000230.xml,D20,101,585,720,705,720,720,619,120,74280,0.143287037037037,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000230.jpg
India_000230.jpg,India_000230.xml,D40,439,632,510,676,720,720,71,44,3124,0.0060262345679012,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000230.jpg
India_000232.jpg,India_000232.xml,D00,580,549,676,664,720,720,96,115,11040,0.0212962962962962,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000232.jpg
India_000241.jpg,India_000241.xml,D20,400,398,625,651,720,720,225,253,56925,0.1098090277777777,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000241.jpg
India_000241.jpg,India_000241.xml,D40,422,531,467,573,720,720,45,42,1890,0.0036458333333333,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000241.jpg
India_000256.jpg,India_000256.xml,D00,311,469,354,660,720,720,43,191,8213,0.0158429783950617,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000256.jpg
India_000259.jpg,India_000259.xml,D00,495,519,578,687,720,720,83,168,13944,0.0268981481481481,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000259.jpg
India_000261.jpg,India_000261.xml,D40,300,601,395,711,720,720,95,110,10450,0.0201581790123456,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000261.jpg
India_000267.jpg,India_000267.xml,D00,427,491,517,572,720,720,90,81,7290,0.0140625,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000267.jpg
India_000267.jpg,India_000267.xml,D00,421,568,482,653,720,720,61,85,5185,0.0100019290123456,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000267.jpg
India_000267.jpg,India_000267.xml,D00,489,528,698,717,720,720,209,189,39501,0.0761979166666666,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000267.jpg
India_000268.jpg,India_000268.xml,D40,314,477,369,511,720,720,55,34,1870,0.0036072530864197,India,RDD2022,train,Pothole,data/raw/road_damage/India/India/train/images/India_000268.jpg
India_000269.jpg,India_000269.xml,D20,271,499,557,695,720,720,286,196,56056,0.1081327160493827,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000269.jpg
India_000270.jpg,India_000270.xml,D20,3,472,571,678,720,720,568,206,117008,0.2257098765432098,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000270.jpg
India_000270.jpg,India_000270.xml,D00,116,458,358,588,720,720,242,130,31460,0.0606867283950617,India,RDD2022,train,Longitudinal Crack,data/raw/road_damage/India/India/train/images/India_000270.jpg
India_000271.jpg,India_000271.xml,D20,477,568,640,660,720,720,163,92,14996,0.0289274691358024,India,RDD2022,train,Alligator Crack,data/raw/road_damage/India/India/train/images/India_000271.jpg
